7aa3a22b-1480-4f6f-b2f1-3b9dc111dd6d,20180628229,5,1848,1
2cf42a7b-6c0e-4b1b-bf7d-69e21d626090,20180628130,21,2846,1
9df01a17-401d-41d5-aac1-f122b87a5cd4,20180628129,6,2587,1
a97be176-38f9-4fc1-9e63-7d8831e5b279,20180628135,7,3099,1
ba4c8e76-5e16-48fa-b85a-f49f935c1099,20180628234,3,1991,1
c0bc466a-e831-44b1-aa5e-ad239e5a6cef,20180629042,0,0,-1
2f34c014-aa4a-4847-9abf-7e754ae67ed1,20180629008,0,0,-1
b624ce10-eaa7-4dc9-a7b5-bb7c9c9b8c64,20180628235,14,2514,1
9eb4837b-b145-45d1-8929-efc535e1bdae,20180628245,4,1974,1
85b3459c-d539-4f36-a724-409840a0deb1,20180628140,6,2054,1
a1cbfef7-495d-4e6b-815a-9b1fc7daec16,20180628139,3,2525,1
d789456f-7912-4b05-8f4d-5d06ce14740c,20180629041,1,0,1
9811bc79-4df8-482f-be61-ac87146eabe5,20180628217,1,0,1
c5a38c62-ceaf-491a-bf8e-58b76a980d3c,20180628244,6,1928,1
e34eb477-4803-4cc7-a40c-a4a357f629e1,20180628137,5,1933,1
de24225e-69e4-4980-be7a-27cc16a64820,20180628136,2,1810,1
2db686d8-c51d-47ae-9957-fa064cedf541,20180628242,5,5099,1
14c8323e-55c5-4977-9411-c6402cc28071,20180629010,1,0,1
49925212-bf16-41fa-a004-06ef7dd48e13,20180628241,7,5115,1
5b56bfe7-74ea-4840-ab63-f9226f30bc67,20180628252,16,4310,1
30591b9c-ff5f-47ef-a664-c077f61e9d83,20180629009,1,0,1
35186c8c-607b-49ac-a282-a0be6a42b029,20180628141,8,2635,1
df4eea94-8912-43dc-b520-31668db3583f,20180629026,3,0,1
011ebd2f-8d1d-46f4-884d-30487b40abb0,20180628237,1,0,1
203e522c-6956-4452-9fb5-1e82d49e63d3,20180628249,16,3213,1
3ff86f50-800e-4f62-b4e4-cc3b54ffc463,20180628246,5,2079,1
58dae09a-fcf9-4e9f-b97e-93af2d3ce325,20180628248,10,6119,1
9052d1cf-20b8-4bb1-93ea-87adf2d61118,20180628251,3,1881,1
83353a06-65f1-48f6-b447-5ef373e5d286,20180628142,3,2024,1
cfecde3b-fd74-4800-95d2-db2ee4388053,20180628253,2,2131,1
024193ce-ad4b-4dcf-bca4-c1e1e7d8ce2c,20180628243,12,3429,1
2a7d9f8c-5ba8-4d24-86e9-aeffd6848bf7,20180629043,1,0,1
69a8ed6b-6410-4176-89a9-729df68293ed,20180628250,13,4757,1
c19e7baa-18ca-4a8b-b089-854c32bd5446,20180629011,0,0,-1
96ac2411-2b05-4bfc-96c1-e3a43105476a,20180629044,0,0,-1
395c2983-c2a0-4a63-a5a5-a693d4c47d63,20180630001,0,0,-1
1198d698-4d61-46a7-9a15-6dfa5f193ff1,20180630002,0,0,-1
a2769384-99cb-42c9-9ddc-3d298d55fa47,20180630003,0,0,-1
